airline_sentiment,text
0,agent split up my reservation now cant cancelled flight and refund credit for wks why
2,i sent the message let me know asap
0,why would they make me share a room
0,tried calling too but w min phn wait means wed miss options anyway
0,can you ask your guys with flight  to bwi to wait for us to get off a delayed flight from san diego pretty please
2,i understand thanks
0,again i ask who can i call to get this fixed tweeting me bs questions to stall only makes things worse phone number please
0,yo yo yo stuck on the tarmac for over  hours at  going to miss my ride at help please 
0,its highly unprofessional for you to overbook a flight by  seats amp
0,well considering every agent before claimed they were unable to help with everything else why waste more time to hear call corp
0,ice which i totally understand but when a large number of us are facing  hours of time and overnight cancelled flightations it seems like
0,flt  cancelled flightled and i get email  am what happened to courtesy phn call had to book diff airline amp
0,tag numbers        lets find these bags
0,better train your support staff with appropriate decorum consider revisiting your terrible provide a death certificate policy
2,my post was just more of disappointment  im a frequent united flyer it was a simple    bad apple doesnt spoil the bunch
1,you guys continue to impress me in houston 
2,please help i am in ethiopia adopting a two year old child have an existing confirmation  need to add child to reservation
2,questionare there onboad  volt outlets in all planes if so where
0,thanks for effing up our holidays  were missing a full day of skiing due to your baggage teams incompetence at 
2,twitter isnt letting me dm you
2,i hope so too
0,connection at ord was on the exact same plane again checked carryon was apparently taken off amp
0,not encouraged that ill have my cpap tonight
0,yes did file a claim as soon as the carousel stopped without my bag on it got an email that its found but not sched for delivery
2,an idea monitor mileage members travel patterns enough to know when they change jobslose statusand make the transition easier
0, delay dencle because they have to manually enter baggage tags really worst cust service day for this ker 
0,yes in lusaka zambia my guess is the bags never made the plane at iad
0,has once again let me down dont think ive ever flown with them and not had problems worst airline period
0,ua ordlhr  bags are being loaded min late flight frigid air into cabin plane feels like falling apart upgrade long haul fleet
0,load balancing system apparently down  major impact on all airlines flights was this a 
0,after our unscheduled refueling stop and missing  connecting flights we r home n looking ward to our bed and a big pbamp
0,ua sitting at ewr nearly an hour after sked  pilot says computers down but no clue when we will leave  can you help
